bioguide_id,crp_id,name,data_year,asset_name,holdings_low,holdings_high,industry,subsidiary_of
B001230,N00004367,"Baldwin, Tammy",2016,Wisconsin Retirement System,15001,50000,,
B001230,N00004367,"Baldwin, Tammy",2016,Summit Credit Union Checking,1001,15000,,
B001230,N00004367,"Baldwin, Tammy",2016,US Senate Federal Credit Union,1001,15000,,
K000188,N00004403,"Kind, Ron",2016,Fidelity Contrafund Fund,550002,1100000,,
K000188,N00004403,"Kind, Ron",2016,"N2711 Buckholz Rd/Ettrick, WI",250001,500000,,
K000188,N00004403,"Kind, Ron",2016,"N2680 Buckholz Rd/Ettrick, WI",100001,250000,,
K000188,N00004403,"Kind, Ron",2016,Fidelity Aggressive Growth Fund,100002,200000,,
K000188,N00004403,"Kind, Ron",2016,"219 Pearl St/La Crosse, WI",50001,100000,Real Estate,
K000363,N00004436,"Kline, John",2016,Sheldon Family Farms,100001,250000,,
K000363,N00004436,"Kline, John",2016,Goldman Sachs Mid Cap Value Fund,2002,30000,,
K000363,N00004436,"Kline, John",2016,MCOil & Gas sector Fund,2002,30000,,
K000363,N00004436,"Kline, John",2016,WMC Money Market Fund,2002,30000,,
K000363,N00004436,"Kline, John",2016,Invesco International Growth Fund,2002,30000,,
P000258,N00004558,"Peterson, Collin",2016,Personal Residence,500001,1000000,Real Estate,
P000258,N00004558,"Peterson, Collin",2016,Thrift Savings Plan,500001,1000000,,
P000258,N00004558,"Peterson, Collin",2016,"Condominium - Washington, DC",250001,500000,,
P000258,N00004558,"Peterson, Collin",2016,Collin C & Jason R Peterson - Peterson Farms,100001,250000,,
P000258,N00004558,"Peterson, Collin",2016,Wright Patnam Congressional FCU,50001,100000,,
T000250,N00004572,"Thune, John",2016,Janus Balanced T,50001,100000,,
T000250,N00004572,"Thune, John",2016,American Funds American Balanced Fund,50001,100000,,
T000250,N00004572,"Thune, John",2016,Steadfast Income REIT,15001,50000,Real Estate,
T000250,N00004572,"Thune, John",2016,Congressional Federal Credit Union,15001,50000,,
T000250,N00004572,"Thune, John",2016,Franklin Federal Interm-Term T/F Inc,15001,50000,,
C001096,N00004614,,2016,TIAA CREF Lifecycle 2025 Fund-Retirement Class,100001,250000,,
C001096,N00004614,,2016,C Fund Common Stock Index,50001,100000,,
C001096,N00004614,,2016,CREF Global Equities Fund,15001,50000,,
C001096,N00004614,,2016,Fundamental Investors Fund,15001,50000,,
C001096,N00004614,,2016,S Fund Small Cap Stock Index,15001,50000,,
R000580,N00004719,"Roskam, Peter",2016,American Funds College Enrollment Fund,130004,300000,,
R000580,N00004719,"Roskam, Peter",2016,iShares Core S&P Small Cap ETF,32004,130000,,
R000580,N00004719,"Roskam, Peter",2016,Vanguard FTSE All World Ex US ETF,16002,65000,,
R000580,N00004719,"Roskam, Peter",2016,FlexShares iBoxx 3 Year Target Duration TIPS Index,16002,65000,,
R000580,N00004719,"Roskam, Peter",2016,iShares S&P 500 Value Index,16002,65000,,
G000535,N00004874,"Gutierrez, Luis V",2016,Schwab US Broad market (SCHB),250001,500000,,
G000535,N00004874,"Gutierrez, Luis V",2016,Franklin Rising Dividends Fund,50001,100000,,
G000535,N00004874,"Gutierrez, Luis V",2016,MS Real Estate,50001,100000,,
G000535,N00004874,"Gutierrez, Luis V",2016,FTA Div & Inc Allocation,50001,100000,,
G000535,N00004874,"Gutierrez, Luis V",2016,Invesco VI Eqty & Inc,50001,100000,,
D000096,N00004884,"Davis, Danny K",2016,AIG Valic,115002,300000,,
D000096,N00004884,"Davis, Danny K",2016,Knight Insurance,1001,15000,,
D000096,N00004884,"Davis, Danny K",2016,My Stock Fund,1001,15000,,
D000096,N00004884,"Davis, Danny K",2016,Bank of America,1001,15000,Commercial Banks,
D000096,N00004884,"Davis, Danny K",2016,Chase Bank,1001,15000,,
R000515,N00004887,"Rush, Bobby L",2016,Thrift Savings Plan,250001,500000,,
S000364,N00004961,"Shimkus, John",2016,"690 9th Street SW/Washington, DC",500001,1000000,Real Estate,
S000364,N00004961,"Shimkus, John",2016,Flexible Premium Deferred Variable Annuity,100001,250000,,
S000364,N00004961,"Shimkus, John",2016,American Century Growth Fund,50001,100000,,
S000364,N00004961,"Shimkus, John",2016,"440 Spring Street/Collinsville Madison, IL",50001,100000,Real Estate,
S000364,N00004961,"Shimkus, John",2016,NW Large Cap,15001,50000,,
D000563,N00004981,"Durbin, Dick",2016,Federal Thrift Savings Plan/F Fund,417284,417284,,
D000563,N00004981,"Durbin, Dick",2016,Chicago condo,295000,295000,,
D000563,N00004981,"Durbin, Dick",2016,Springfield residence,270000,270000,,
D000563,N00004981,"Durbin, Dick",2016,Federal Thrift Savings Plan/C Fund,211303,211303,,
D000563,N00004981,"Durbin, Dick",2016,Federal Thrift Savings Plan/S Fund,208728,208728,,
B000575,N00005195,"Blunt, Roy",2016,"Lot 32, Sq 1436 Washington, DC 20016",1000001,5000000,,
B000575,N00005195,"Blunt, Roy",2016,Kraft Heinz Co,250001,500000,Food Processing & Sales,
B000575,N00005195,"Blunt, Roy",2016,Family Farm,250001,500000,,
B000575,N00005195,"Blunt, Roy",2016,401k International Equity Fund,250001,500000,,
B000575,N00005195,"Blunt, Roy",2016,Interest Income Fund,100001,250000,,
M000934,N00005282,"Moran, Jerry",2016,Hanston Insurance Agency,500002,1000000,,
M000934,N00005282,"Moran, Jerry",2016,Midwest Community Bank,250001,500000,,
M000934,N00005282,"Moran, Jerry",2016,Midwest Community Bank Money Market Account,250001,500000,,
M000934,N00005282,"Moran, Jerry",2016,Capital Income Builder A,101002,265000,,
M000934,N00005282,"Moran, Jerry",2016,American Funds Capital Income Builder Fund,101002,265000,,
R000307,N00005285,"Roberts, Pat",2016,Capitol One Money Market Accoumt,250001,500000,,
R000307,N00005285,"Roberts, Pat",2016,Wells Fargo Savings,250001,500000,,
R000307,N00005285,"Roberts, Pat",2016,Condo Rental Property/National Harbor,250001,500000,Real Estate,
R000307,N00005285,"Roberts, Pat",2016,American Express Savings,250001,500000,,
R000307,N00005285,"Roberts, Pat",2016,Capitol One Savings,250001,500000,,
L000491,N00005559,"Lucas, Frank D",2016,Farmland/320 acres,500002,1000000,Crop Production & Basic Processing,
L000491,N00005559,"Lucas, Frank D",2016,480 acres - Farmland,250001,500000,Real Estate,
L000491,N00005559,"Lucas, Frank D",2016,Mineral Rights/103 acres,250001,500000,,
L000491,N00005559,"Lucas, Frank D",2016,Mineral Rights/63.34 acres,100001,250000,,
L000491,N00005559,"Lucas, Frank D",2016,"Farm Credit of Western Oklahoma, Woodward, OK acco",15001,50000,,
I000024,N00005582,"Inhofe, James M",2016,GMKI LLC Real Estate Office Building,1500002,6000000,,
I000024,N00005582,"Inhofe, James M",2016,IM3RD LLC,500001,1000000,,
I000024,N00005582,"Inhofe, James M",2016,The Padre Co,250001,500000,,
I000024,N00005582,"Inhofe, James M",2016,Stillwater National Bank-Tulsa,100001,250000,,
I000024,N00005582,"Inhofe, James M",2016,Central Bank of Oklahoma,100001,250000,,
B000213,N00005656,"Barton, Joe",2016,,315003,650000,,
B000213,N00005656,"Barton, Joe",2016,EOG Resources,50001,100000,,
B000213,N00005656,"Barton, Joe",2016,Walmart Inc,1001,15000,Retail Sales,
B000213,N00005656,"Barton, Joe",2016,AT&T Inc,1001,15000,Telephone Utilities,
S000250,N00005681,"Sessions, Pete",2016,Fannie Mae,150003,300000,,
S000250,N00005681,"Sessions, Pete",2016,Magellan Midstream Partners,100001,250000,Oil & Gas,
S000250,N00005681,"Sessions, Pete",2016,Verizon Communications,100001,250000,Telephone Utilities,
S000250,N00005681,"Sessions, Pete",2016,Energy Transfer Partners,100001,250000,Oil & Gas,Energy Transfer Equity
S000250,N00005681,"Sessions, Pete",2016,iShares Russell 2000 Value Index,50001,100000,,
B001291,N00005736,,2016,land parcel,250001,500000,,
B001291,N00005736,,2016,Education First Bank Account,100001,250000,,
B001291,N00005736,,2016,Community Bank of Texas,100001,250000,,
B001291,N00005736,,2016,TD Ameritrade Bank Account,100001,250000,,
B001291,N00005736,,2016,Brian Babin DDS Dental Practice,100001,250000,,
B000755,N00005883,"Brady, Kevin",2016,Growth Income Tier I,250001,500000,,
B000755,N00005883,"Brady, Kevin",2016,JP Morgan Chase Retirement Plan,50001,100000,,
B000755,N00005883,"Brady, Kevin",2016,Putnam Fidelity TR Co TTEE BFG IRA,16002,65000,,
B000755,N00005883,"Brady, Kevin",2016,Pacific Life VUL,16002,65000,,
B000755,N00005883,"Brady, Kevin",2016,Putnam Small Cap Value Fund,15001,50000,,
D000399,N00006023,"Doggett, Lloyd",2016,6734 Spicewood Springs,1000001,5000000,,
D000399,N00006023,"Doggett, Lloyd",2016,Vanguard Convertible Securities Fund,1000001,5000000,,
D000399,N00006023,"Doggett, Lloyd",2016,Vanguard Prime Cap Fund,1000001,5000000,,
D000399,N00006023,"Doggett, Lloyd",2016,Whole Foods Market,500001,1000000,,
D000399,N00006023,"Doggett, Lloyd",2016,Oakmark International (OAKIX),500001,1000000,,
T000238,N00006052,"Thornberry, Mac",2016,Thornberry Brothers Cattle Partnership,500001,1000000,Livestock,
T000238,N00006052,"Thornberry, Mac",2016,T3 Cattle,100001,250000,,
T000238,N00006052,"Thornberry, Mac",2016,1716 HIGH 50 DIV STGY 12/18/17,15001,50000,,
T000238,N00006052,"Thornberry, Mac",2016,Congressional Federal Credit Union,15001,50000,,
T000238,N00006052,"Thornberry, Mac",2016,TACTICAL PLUS CLSD-END,1001,15000,,
D000197,N00006134,"DeGette, Diana",2016,Profit-Sharing Account/Vanguard 500 Index Admiral,250001,500000,,
D000197,N00006134,"DeGette, Diana",2016,iShares Core US Aggregate Bond ETF,101002,265000,,
D000197,N00006134,"DeGette, Diana",2016,DFA International Core Equity Fund,101002,265000,,
D000197,N00006134,"DeGette, Diana",2016,iShares Core S&P 500 Index Fund,100001,250000,,
D000197,N00006134,"DeGette, Diana",2016,Profit-sharing Account/Am Funds EuroPacific Growth,100001,250000,,
B001261,N00006236,"Barrasso, John A",2016,Vanguard Total Bond Market Index Fund,1000001,5000000,,
B001261,N00006236,"Barrasso, John A",2016,Vanguard Total Stock Market Index Fund,1000001,5000000,,
B001261,N00006236,"Barrasso, John A",2016,Promissory Note,250001,500000,,
B001261,N00006236,"Barrasso, John A",2016,Vanguard REIT Index,250001,500000,Real Estate,
B001261,N00006236,"Barrasso, John A",2016,Vanguard Inflation-Protected Secs Adm Fund,250001,500000,,
E000285,N00006249,"Enzi, Mike",2016,Jhancock Multimanager Lifestyle Balanced F,201003,515000,,
E000285,N00006249,"Enzi, Mike",2016,EDWARD JONES Money Market Account,101002,265000,,
E000285,N00006249,"Enzi, Mike",2016,TWCUX - American Century Ultra Inv,15001,50000,,
E000285,N00006249,"Enzi, Mike",2016,BIRMINGHAM ALABAMA Bond,15001,50000,,
E000285,N00006249,"Enzi, Mike",2016,LARAMIE COUNTY WYOMING HOSP Bond,15001,50000,,
S001148,N00006263,"Simpson, Mike",2016,Farm Ground,250001,500000,,
S001148,N00006263,"Simpson, Mike",2016,Da Davidson Co,250001,500000,,
S001148,N00006263,"Simpson, Mike",2016,Euro Pacific Capital IRa Bond account,250001,500000,,
S001148,N00006263,"Simpson, Mike",2016,Westmark Credit Union IRA,100002,251000,,
S001148,N00006263,"Simpson, Mike",2016,Real Estate Contract,100001,250000,,
C000880,N00006267,"Crapo, Mike",2016,Residential home/Rowhouse Washington,500001,1000000,Real Estate,
C000880,N00006267,"Crapo, Mike",2016,United States Senate Federal Credit Union,100001,250000,,
C000880,N00006267,"Crapo, Mike",2016,JP Morgan Value Advantage Fund,16002,65000,,
C000880,N00006267,"Crapo, Mike",2016,PERSI Base Plan,15001,50000,,
C000880,N00006267,"Crapo, Mike",2016,Undivided minority interest in 359-acre ranch land,15001,50000,,
F000448,N00006423,"Franks, Trent",2016,Trinity Petroleum,11000003,55000000,Oil & Gas,
F000448,N00006423,"Franks, Trent",2016,LP 1000 Life Pager,100001,250000,Unknown,
M000303,N00006424,"McCain, John",2016,DFA US Targeted Value Fund,500002,1002000,,
M000303,N00006424,"McCain, John",2016,PIMCO Income Fund Institutional Class,500001,1001000,,
M000303,N00006424,"McCain, John",2016,Schwab Fundamental US Large Company Index,500001,1001000,,
M000303,N00006424,"McCain, John",2016,DFA International Small Cap Value Fund,500001,1001000,,
M000303,N00006424,"McCain, John",2016,"Residential Property - La Jolla, CA",1000001,1000001,Real Estate,
S001183,N00006460,"Schweikert, David",2016,,1177010,5480000,,
R000486,N00006671,"Roybal-Allard, Lucille",2016,"Congressional FCU Checking, Savings, Money Market",500001,1000000,,
R000486,N00006671,"Roybal-Allard, Lucille",2016,United Way of America,115002,300000,Non-Profit Institutions,
R000486,N00006671,"Roybal-Allard, Lucille",2016,Congressional FCU Checking & Savings,100001,250000,,
R000486,N00006671,"Roybal-Allard, Lucille",2016,Prudential Hill Retirement Funds,30002,100000,,
R000486,N00006671,"Roybal-Allard, Lucille",2016,Mutual of America Roybal Foundation Retirement Fun,15001,50000,,
B000711,N00006692,"Boxer, Barbara",2016,Barbara & Stewart Boxer Blind Trust,1000001,5000000,,
B000711,N00006692,"Boxer, Barbara",2016,Wells Fargo,50001,100000,Commercial Banks,
B000711,N00006692,"Boxer, Barbara",2016,Wells Fargo/Checking,50001,100000,,
B000711,N00006692,"Boxer, Barbara",2016,IBM Corp,15001,50000,Electronics Mfg & Equip,
B000711,N00006692,"Boxer, Barbara",2016,United State Federal Credit Union,15001,50000,,
T000472,N00006701,,2016,Mainstay VP Moderate Allocation Fund,100001,250000,,
T000472,N00006701,,2016,Altura Credit Union,15001,50000,,
T000472,N00006701,,2016,New York Life Whole Life Policy,1001,15000,,
T000472,N00006701,,2016,Congressional Federal Credit Union,1,1000,,
T000472,N00006701,,2016,Alliant Credit Union,1,1000,,
H001063,N00006806,"Hahn, Janice",2016,Edison International 401K,50001,100000,,
H001063,N00006806,"Hahn, Janice",2016,Ameriprise Money Market,50001,100000,,
H001063,N00006806,"Hahn, Janice",2016,Prudential Short Duration High Yield Income,15001,50000,Unknown,
H001063,N00006806,"Hahn, Janice",2016,Oppenheimer Capital Income Fund,15001,50000,,
H001063,N00006806,"Hahn, Janice",2016,Putnam Diversified Income Trust Fund,15001,50000,,
M001177,N00006863,"McClintock, Tom",2016,Wells Fargo Bank,15001,50000,,
M001177,N00006863,"McClintock, Tom",2016,Guggenheim World Equity Income,1001,15000,,
M001177,N00006863,"McClintock, Tom",2016,Oppenheimer Active Allocation Fund,1001,15000,,
M001177,N00006863,"McClintock, Tom",2016,Fidelity Value Strategies,1001,15000,,
M001177,N00006863,"McClintock, Tom",2016,Bank of New York Mellon,1001,15000,Securities & Investment,
S000344,N00006897,"Sherman, Brad",2016,,1268008,5695000,,
S000344,N00006897,"Sherman, Brad",2016,US Savings Bond,250001,500000,,
S000344,N00006897,"Sherman, Brad",2016,Vanguard TIPS Fund,100001,250000,,
S000344,N00006897,"Sherman, Brad",2016,Congressional Federal Credit Union,50001,100000,,
S000344,N00006897,"Sherman, Brad",2016,Hambert Properties,15001,50000,,
I000056,N00007017,"Issa, Darrell",2016,allianzGI Short Duration High Income Fund,55000002,75000001,,
I000056,N00007017,"Issa, Darrell",2016,Blackrock High Yield Bond Fund,50000001,50000001,,
I000056,N00007017,"Issa, Darrell",2016,Alliance Bernstein High Income Fund,50000001,50000001,,
I000056,N00007017,"Issa, Darrell",2016,Undiscovered Managers Behavioral Value Fund,25000001,50000000,,
I000056,N00007017,"Issa, Darrell",2016,First Eagle US Value Fund,25000001,50000000,,
C000059,N00007099,"Calvert, Ken",2016,"Commercial Rental/1065 E 3rd/Corona, CA",1000001,5000000,,
C000059,N00007099,"Calvert, Ken",2016,624 E Grand Commercial Rental,500001,1000000,,
C000059,N00007099,"Calvert, Ken",2016,901 E 3rd St Commercial Rental,500001,1000000,,
C000059,N00007099,"Calvert, Ken",2016,330 Sherman Way Commercial Rental,500001,1000000,,
C000059,N00007099,"Calvert, Ken",2016,Limonite,500001,1000000,Unknown,
R000409,N00007151,"Rohrabacher, Dana",2016,ISI Life Sciences,100001,250000,,
N000181,N00007248,"Nunes, Devin",2016,Phase 2 Cellars,50001,100000,Unknown,
N000181,N00007248,"Nunes, Devin",2016,Alpha Omega Winery,50001,100000,Unknown,
N000181,N00007248,"Nunes, Devin",2016,Bank of America/Savings,1001,15000,,
P000197,N00007360,"Pelosi, Nancy",2016,Russell Ranch LLC,5000001,25000000,Livestock,
P000197,N00007360,"Pelosi, Nancy",2016,11 Zinfandel Lane - Home & Vineyard,5000001,25000000,"Beer, Wine & Liquor",
P000197,N00007360,"Pelosi, Nancy",2016,25 Point Lobos - Commercial Property,5000001,25000000,Real Estate,
P000197,N00007360,"Pelosi, Nancy",2016,Nine Forty Five Battery LLC,5000001,25000000,Real Estate,
P000197,N00007360,"Pelosi, Nancy",2016,Apple Inc,1500002,6000000,Electronics Mfg & Equip,
F000062,N00007364,"Feinstein, Dianne",2016,Carlton Hotel Properties,25000001,50000000,,
F000062,N00007364,"Feinstein, Dianne",2016,The Dianne Feinstein 1991 Trust Qualified Blind Tr,5000001,25000000,,
F000062,N00007364,"Feinstein, Dianne",2016,Vanguard Deposit Account,5000001,25000000,,
F000062,N00007364,"Feinstein, Dianne",2016,"Princeville Kauai, HI",1000001,5000000,,
F000062,N00007364,"Feinstein, Dianne",2016,Vanguard Prime Money Market Fund,1000001,5000000,,
T000460,N00007419,"Thompson, Mike",2016,,630005,1300000,,
T000460,N00007419,"Thompson, Mike",2016,Silverado Credit Union,500001,1000000,,
T000460,N00007419,"Thompson, Mike",2016,"1435/1439 Kearny St, St Helena",250001,500000,,
T000460,N00007419,"Thompson, Mike",2016,Bank of America,100001,250000,Commercial Banks,
T000460,N00007419,"Thompson, Mike",2016,First Republic Bank,100001,250000,,
L000397,N00007479,"Lofgren, Zoe",2016,Residential Rental Property,500001,1000000,Real Estate,
L000397,N00007479,"Lofgren, Zoe",2016,California Public Emplys Retirement System,250001,500000,,
L000397,N00007479,"Lofgren, Zoe",2016,John Marshall Collins PC,250001,500000,Unknown,
L000397,N00007479,"Lofgren, Zoe",2016,VantageTrust PLUS Fund,100001,250000,,
L000397,N00007479,"Lofgren, Zoe",2016,Templeton Global Investment Trust Global Bond Fund,100001,250000,,
R000600,N00007635,,2016,DTE Energy,15001,50000,Electric Utilities,
R000600,N00007635,,2016,37455 3rd Street,15001,50000,Real Estate,
R000600,N00007635,,2016,Charles Schwab Powershares S&P 500 Low Volat ETF,1001,15000,,
R000600,N00007635,,2016,Guggenheim S&P 500 Equal Weig Hc ETF,1001,15000,,
R000600,N00007635,,2016,PowerShares Emerging Markets Sovereign Debt ETF,1001,15000,,
B000574,N00007727,"Blumenauer, Earl",2016,Northwest Natural Gas,1000001,5000000,Oil & Gas,
B000574,N00007727,"Blumenauer, Earl",2016,Thrift Savings Plan,1000001,5000000,,
B000574,N00007727,"Blumenauer, Earl",2016,Duplex - 6th Street SE,500001,1000000,Real Estate,
B000574,N00007727,"Blumenauer, Earl",2016,Schwab S&P 500 Index Fund,265002,550000,,
B000574,N00007727,"Blumenauer, Earl",2016,Joinery Holding Company,250001,500000,,
D000191,N00007781,"DeFazio, Peter",2016,ING-VOYA,250001,500000,,
D000191,N00007781,"DeFazio, Peter",2016,1/2 Oregon,100001,250000,,
D000191,N00007781,"DeFazio, Peter",2016,Bank of New Zealand,51002,115000,,
D000191,N00007781,"DeFazio, Peter",2016,Vanguard Institutional Index,50001,100000,,
D000191,N00007781,"DeFazio, Peter",2016,Sentinel Balanced fund,50001,100000,,
S000510,N00007833,"Smith, Adam",2016,Washington State GET Fund,100002,200000,,
S000510,N00007833,"Smith, Adam",2016,Vanguard 500 Index Signal,50001,100000,,
S000510,N00007833,"Smith, Adam",2016,USAA/Savings,50001,100000,,
S000510,N00007833,"Smith, Adam",2016,Washington State Retirement System,16002,65000,,
S000510,N00007833,"Smith, Adam",2016,USAA/Checking,15001,50000,,
C000127,N00007836,"Cantwell, Maria",2016,Cantwell 2000 Campaign Loan,1000001,5000000,,
C000127,N00007836,"Cantwell, Maria",2016,RealNetworks Inc,100001,250000,Electronics Mfg & Equip,
C000127,N00007836,"Cantwell, Maria",2016,US Bank Checking,15001,50000,,
C000127,N00007836,"Cantwell, Maria",2016,American Beacon Small Cap Value Fund,15001,50000,,
C000127,N00007836,"Cantwell, Maria",2016,Harbor Capital Appreciation Institutional,15001,50000,,
M001111,N00007876,"Murray, Patty",2016,Fidelity Balanced Fund,250001,500000,,
M001111,N00007876,"Murray, Patty",2016,Fidelity Blue Chip Growth Fund,100001,250000,,
M001111,N00007876,"Murray, Patty",2016,Fidelity Freedom 2025 Fund,100001,250000,,
M001111,N00007876,"Murray, Patty",2016,Fidelity Freedom 2035 Fund,100001,250000,,
M001111,N00007876,"Murray, Patty",2016,Fidelity Freedom 2030 Fund,100001,250000,,
J000174,N00008028,"Johnson, Sam",2016,Franklin Gold & Precious Metals Fund,15001,50000,,
J000174,N00008028,"Johnson, Sam",2016,Legacy Bank,1001,15000,,
J000174,N00008028,"Johnson, Sam",2016,Congressional Federal Credit Union,1001,15000,,
L000551,N00008046,"Lee, Barbara",2016,SunAmerica Dynamic Strategy Portfolio,50001,100000,,
L000551,N00008046,"Lee, Barbara",2016,SunAmerica Dynamic Allocation Portfolio,50001,100000,,
L000551,N00008046,"Lee, Barbara",2016,Met Life Annuity Fund General Account,15001,50000,,
L000551,N00008046,"Lee, Barbara",2016,Sun America Secure Value Account,15001,50000,,
L000551,N00008046,"Lee, Barbara",2016,American Funds Growth Portfolio,1001,15000,,
J000126,N00008122,"Johnson, Eddie Bernice",2016,Eddie Bernice Johnson Qualified Revocabl,500001,1000000,,
J000126,N00008122,"Johnson, Eddie Bernice",2016,Legislative Pension State of Texas,15001,50000,,
J000126,N00008122,"Johnson, Eddie Bernice",2016,US Savings Bond,1001,15000,,
R000487,N00008264,"Royce, Ed",2016,Fidelity Mutual Fund - Equity Index Fund,100001,250000,,
R000487,N00008264,"Royce, Ed",2016,Fidelity Mutual Fund - US Small Cap Equity Fund,100001,250000,,
R000487,N00008264,"Royce, Ed",2016,Fidelity Mutual Fund International Equity,65002,150000,,
R000487,N00008264,"Royce, Ed",2016,Fidelity Mutual Fund - US Large Cap Growth Equity,50001,100000,,
R000487,N00008264,"Royce, Ed",2016,Fidelity Stock SELECTOR Fund,15001,50000,,
S000030,N00008274,"Sanchez, Loretta",2016,"1624 Via Arriba PV, CA 90274 - rental",1000001,5000000,,
S000030,N00008274,"Sanchez, Loretta",2016,Schools First FCU,100001,250000,,
S000030,N00008274,"Sanchez, Loretta",2016,Congressional Federal Credit Union,1001,15000,,
S000030,N00008274,"Sanchez, Loretta",2016,Navy Federal CU,1,1000,,
G000377,N00008799,"Granger, Kay",2016,,695010,1750000,,
G000377,N00008799,"Granger, Kay",2016,Frost Bank,250001,500000,,
G000377,N00008799,"Granger, Kay",2016,G&R Insurance,100001,250000,,
G000289,N00009154,"Goodlatte, Bob",2016,,1580030,3625000,,
G000289,N00009154,"Goodlatte, Bob",2016,Seligman Communications 401K,100001,250000,,
G000289,N00009154,"Goodlatte, Bob",2016,Davis New York Venture Fund,50001,100000,,
G000289,N00009154,"Goodlatte, Bob",2016,Janus Fund,50001,100000,,
G000289,N00009154,"Goodlatte, Bob",2016,Black Rock Global IRA,50001,100000,,
F000444,N00009573,"Flake, Jeff",2016,"Rental Unit - Provo, UT",250001,500000,Real Estate,
F000444,N00009573,"Flake, Jeff",2016,"Rental Unit/Provo, UT",250001,500000,,
F000444,N00009573,"Flake, Jeff",2016,Apple Inc,100002,200000,Electronics Mfg & Equip,
F000444,N00009573,"Flake, Jeff",2016,Amazon.com,30002,100000,Internet,
F000444,N00009573,"Flake, Jeff",2016,Bank of America,1001,15000,Commercial Banks,
S001150,N00009585,"Schiff, Adam",2016,Putnam Short Duration Income Fund,250001,500000,,
S001150,N00009585,"Schiff, Adam",2016,iShares Core S&P 500 ETF,100001,250000,,
S001150,N00009585,"Schiff, Adam",2016,Fidelity Puritan Fund IRA,250000,250000,,
S001150,N00009585,"Schiff, Adam",2016,Franklin Growth Opportunities Fund,50001,100000,,
S001150,N00009585,"Schiff, Adam",2016,Franklin Mutual Global Discovery Fund,50001,100000,,
D000598,N00009604,"Davis, Susan",2016,"4113-15 Arbor Vitae/San Diego, CA",250001,500000,Real Estate,
D000598,N00009604,"Davis, Susan",2016,Emerson Equity Money Market,151003,365000,,
D000598,N00009604,"Davis, Susan",2016,Fidelity Contrafund Fund,100001,250000,,
D000598,N00009604,"Davis, Susan",2016,Pimco Low Duration Fund,100001,250000,,
D000598,N00009604,"Davis, Susan",2016,T Rowe Price Health Sciences,100001,250000,,
R000572,N00009668,"Rogers, Mike",2016,,871015,1965000,,
R000572,N00009668,"Rogers, Mike",2016,Southern Co,15001,50000,Electric Utilities,
T000462,N00009699,"Tiberi, Pat",2016,Northwestern Mutual Life Insurance Whole Life,150002,350000,,
T000462,N00009699,"Tiberi, Pat",2016,American Funds New Economy Fund,101002,265000,,
T000462,N00009699,"Tiberi, Pat",2016,470 & 472 Radcliff Drive,100001,250000,Real Estate,
T000462,N00009699,"Tiberi, Pat",2016,AMCAP Mutual Fund,100001,250000,,
T000462,N00009699,"Tiberi, Pat",2016,Fidelity Contrafund Fund,50001,100000,,
L000559,N00009724,"Langevin, Jim",2016,SunLife of Canada Insurance Policy,500001,1000000,,
L000559,N00009724,"Langevin, Jim",2016,340 Shawmut,250001,500000,Real Estate,
L000559,N00009724,"Langevin, Jim",2016,Future Realty,250001,500000,Unknown,
L000559,N00009724,"Langevin, Jim",2016,17 Scott,100001,250000,,
L000559,N00009724,"Langevin, Jim",2016,25 Scott,100001,250000,,
L000560,N00009759,"Larsen, Rick",2016,S&P 500 Indexed Account,50001,100000,,
L000560,N00009759,"Larsen, Rick",2016,John Hancock College,16002,65000,,
L000560,N00009759,"Larsen, Rick",2016,Industrial Property Trust,15001,50000,Real Estate,
L000560,N00009759,"Larsen, Rick",2016,Ameriprise One Financial Account/Wells Fargo,15001,50000,,
L000560,N00009759,"Larsen, Rick",2016,Franklin Square Investment Corp,2002,30000,,
C001047,N00009771,"Capito, Shelley Moore",2016,Wells Fargo Brokerage Sweep Account,266003,565000,,
C001047,N00009771,"Capito, Shelley Moore",2016,BlackRock T-Fund,250001,500000,,
C001047,N00009771,"Capito, Shelley Moore",2016,BB&T Corp,115002,300000,Commercial Banks,
C001047,N00009771,"Capito, Shelley Moore",2016,State Street S&P 500 Fund,100001,250000,,
C001047,N00009771,"Capito, Shelley Moore",2016,Belle Meade Assoc NY,100001,250000,Unknown,
M001150,N00009795,"Miller, Candice S",2016,Candice S Miller Genesis Trust,300003,750000,,
M001150,N00009795,"Miller, Candice S",2016,Huntington Bank/Checking,300003,750000,,
M001150,N00009795,"Miller, Candice S",2016,USAA Fixed Retirement Annuity,100001,250000,,
M001150,N00009795,"Miller, Candice S",2016,Nationwide Annuity,50001,100000,,
M001150,N00009795,"Miller, Candice S",2016,NY Life Whole Life Insurance Policy,15001,50000,,
S000522,N00009816,"Smith, Chris",2016,JT Capital One 360,175299,175299,,
S000522,N00009816,"Smith, Chris",2016,Vanguard Money Market Fund/ IRA,34285,34285,,
H000338,N00009869,"Hatch, Orrin G",2016,Orrin G Hatch & Elaine H Hatch Trust Agreement,1000001,5000000,,
H000338,N00009869,"Hatch, Orrin G",2016,Edries N Hansen Properties,250001,500000,Unknown,
H000338,N00009869,"Hatch, Orrin G",2016,US Senate Federal Credit Union,165003,400000,,
H000338,N00009869,"Hatch, Orrin G",2016,American Funds Capital Income Builder Fund,30002,100000,,
H000338,N00009869,"Hatch, Orrin G",2016,DoubleLine Total Return Bond Fund,50001,100000,,
