bill_id,type,number,term,origin,date_introduced,sponsor_id,policy_area
HR4497-113,HR,4497,113,House,2014-04-28,G000562,Taxation
HR4498-113,HR,4498,113,House,2014-04-28,G000568,Health
HR4499-113,HR,4499,113,House,2014-04-28,H001047,Armed Forces and National Security
HR45-113,HR,45,113,House,2013-01-03,B001256,Health
HR450-113,HR,450,113,House,2013-02-01,P000599,Finance and Financial Sector
HR4500-113,HR,4500,113,House,2014-04-28,K000381,Armed Forces and National Security
HR4501-113,HR,4501,113,House,2014-04-28,K000382,Taxation
HR4502-113,HR,4502,113,House,2014-04-28,L000569,Crime and Law Enforcement
HR4503-113,HR,4503,113,House,2014-04-28,M000404,Taxation
HR4504-113,HR,4504,113,House,2014-04-28,T000465,Armed Forces and National Security
HR4505-113,HR,4505,113,House,2014-04-28,T000465,Armed Forces and National Security
HR4506-113,HR,4506,113,House,2014-04-28,L000397,Private Legislation
HR4507-113,HR,4507,113,House,2014-04-29,C001038,Transportation and Public Works
HR4508-113,HR,4508,113,House,2014-04-29,D000618,Water Resources Development
HR4509-113,HR,4509,113,House,2014-04-29,D000598,Education
HR451-113,HR,451,113,House,2013-02-01,P000599,Government Operations and Politics
HR4510-113,HR,4510,113,House,2014-04-29,M001139,Finance and Financial Sector
HR4511-113,HR,4511,113,House,2014-04-29,B001242,Education
HR4512-113,HR,4512,113,House,2014-04-29,J000296,Taxation
HR4513-113,HR,4513,113,House,2014-04-29,K000380,Education
HR4514-113,HR,4514,113,House,2014-04-29,M001179,Crime and Law Enforcement
HR4515-113,HR,4515,113,House,2014-04-29,M001166,Education
HR4516-113,HR,4516,113,House,2014-04-29,S000030,Armed Forces and National Security
HR4517-113,HR,4517,113,House,2014-04-29,S001180,Armed Forces and National Security
HR4518-113,HR,4518,113,House,2014-04-29,S000937,Health
HR4519-113,HR,4519,113,House,2014-04-29,S000937,International Affairs
HR452-113,HR,452,113,House,2013-02-04,M000087,Crime and Law Enforcement
HR4520-113,HR,4520,113,House,2014-04-29,S000937,Transportation and Public Works
HR4521-113,HR,4521,113,House,2014-04-30,L000569,Housing and Community Development
HR4522-113,HR,4522,113,House,2014-04-30,V000128,Energy
HR4523-113,HR,4523,113,House,2014-04-30,F000460,Transportation and Public Works
HR4524-113,HR,4524,113,House,2014-04-30,T000468,Animals
HR4525-113,HR,4525,113,House,2014-04-30,M000933,Animals
HR4526-113,HR,4526,113,House,2014-04-30,R000515,Labor and Employment
HR4527-113,HR,4527,113,House,2014-04-30,M001149,Public Lands and Natural Resources
HR4528-113,HR,4528,113,House,2014-04-30,L000563,Armed Forces and National Security
HR4529-113,HR,4529,113,House,2014-04-30,P000523,Government Operations and Politics
HR453-113,HR,453,113,House,2013-02-04,C001075,Taxation
HR4530-113,HR,4530,113,House,2014-04-30,B001248,International Affairs
HR4531-113,HR,4531,113,House,2014-04-30,J000174,Government Operations and Politics
HR4532-113,HR,4532,113,House,2014-04-30,B001281,Finance and Financial Sector
HR4533-113,HR,4533,113,House,2014-04-30,C000754,Government Operations and Politics
HR4534-113,HR,4534,113,House,2014-04-30,C001096,Native Americans
HR4535-113,HR,4535,113,House,2014-04-30,M001192,Public Lands and Natural Resources
HR4536-113,HR,4536,113,House,2014-04-30,P000608,Armed Forces and National Security
HR4537-113,HR,4537,113,House,2014-04-30,R000053,Taxation
HR4538-113,HR,4538,113,House,2014-04-30,S000244,International Affairs
HR4539-113,HR,4539,113,House,2014-05-01,F000451,Finance and Financial Sector
HR454-113,HR,454,113,House,2013-02-04,F000043,Armed Forces and National Security
HR4540-113,HR,4540,113,House,2014-05-01,P000096,Crime and Law Enforcement
HR4541-113,HR,4541,113,House,2014-05-01,C001090,Labor and Employment
HR4542-113,HR,4542,113,House,2014-05-01,E000293,Taxation
HR4543-113,HR,4543,113,House,2014-05-01,S000522,Health
HR4544-113,HR,4544,113,House,2014-05-01,C001097,Taxation
HR4545-113,HR,4545,113,House,2014-05-01,H001045,Public Lands and Natural Resources
HR4546-113,HR,4546,113,House,2014-05-01,D000191,Native Americans
HR4547-113,HR,4547,113,House,2014-05-01,C001075,Crime and Law Enforcement
HR4548-113,HR,4548,113,House,2014-05-01,C001068,Labor and Employment
HR4549-113,HR,4549,113,House,2014-05-01,D000614,Public Lands and Natural Resources
HR455-113,HR,455,113,House,2013-02-04,S000480,Education
HR4550-113,HR,4550,113,House,2014-05-01,F000451,Labor and Employment
HR4551-113,HR,4551,113,House,2014-05-01,G000564,Public Lands and Natural Resources
HR4552-113,HR,4552,113,House,2014-05-01,H001047,Commerce
HR4553-113,HR,4553,113,House,2014-05-01,M001180,Energy
HR4554-113,HR,4554,113,House,2014-05-01,M001182,Finance and Financial Sector
HR4555-113,HR,4555,113,House,2014-05-01,P000594,Taxation
HR4556-113,HR,4556,113,House,2014-05-01,P000595,Commerce
HR4557-113,HR,4557,113,House,2014-05-01,P000599,Finance and Financial Sector
HR4558-113,HR,4558,113,House,2014-05-01,R000593,Finance and Financial Sector
HR4559-113,HR,4559,113,House,2014-05-01,S001179,Taxation
HR456-113,HR,456,113,House,2013-02-04,S001150,Transportation and Public Works
HR4560-113,HR,4560,113,House,2014-05-01,S001170,Education
HR4561-113,HR,4561,113,House,2014-05-01,S001170,Armed Forces and National Security
HR4562-113,HR,4562,113,House,2014-05-01,S001172,Water Resources Development
HR4563-113,HR,4563,113,House,2014-05-02,I000057,Taxation
HR4564-113,HR,4564,113,House,2014-05-06,M001156,Finance and Financial Sector
HR4565-113,HR,4565,113,House,2014-05-06,M001156,Finance and Financial Sector
HR4566-113,HR,4566,113,House,2014-05-06,C001093,Government Operations and Politics
HR4567-113,HR,4567,113,House,2014-05-06,R000578,Taxation
HR4568-113,HR,4568,113,House,2014-05-06,W000812,Finance and Financial Sector
HR4569-113,HR,4569,113,House,2014-05-06,G000548,Finance and Financial Sector
HR457-113,HR,457,113,House,2013-02-04,I000056,Immigration
HR4570-113,HR,4570,113,House,2014-05-06,G000548,Finance and Financial Sector
HR4571-113,HR,4571,113,House,2014-05-06,H001059,Finance and Financial Sector
HR4572-113,HR,4572,113,House,2014-05-06,W000791,"Science, Technology, Communications"
HR4573-113,HR,4573,113,House,2014-05-06,S000522,Crime and Law Enforcement
HR4574-113,HR,4574,113,House,2014-05-06,B001279,Health
HR4575-113,HR,4575,113,House,2014-05-06,C001094,Public Lands and Natural Resources
HR4576-113,HR,4576,113,House,2014-05-06,D000216,Transportation and Public Works
HR4577-113,HR,4577,113,House,2014-05-06,G000568,Health
HR4578-113,HR,4578,113,House,2014-05-06,L000480,International Affairs
HR4579-113,HR,4579,113,House,2014-05-06,S000018,Education
HR458-113,HR,458,113,House,2013-02-04,I000056,Immigration
HR4580-113,HR,4580,113,House,2014-05-06,S001150,Armed Forces and National Security
HR4581-113,HR,4581,113,House,2014-05-06,S000937,International Affairs
HR4582-113,HR,4582,113,House,2014-05-06,T000266,Education
HR4583-113,HR,4583,113,House,2014-05-06,T000465,Social Welfare
HR4584-113,HR,4584,113,House,2014-05-06,W000800,Taxation
HR4585-113,HR,4585,113,House,2014-05-06,M000725,Private Legislation
HR4586-113,HR,4586,113,House,2014-05-07,R000487,International Affairs
HR4587-113,HR,4587,113,House,2014-05-07,R000435,International Affairs
HR4588-113,HR,4588,113,House,2014-05-07,B001243,"Science, Technology, Communications"
HR4589-113,HR,4589,113,House,2014-05-07,R000578,Taxation
HR459-113,HR,459,113,House,2013-02-04,I000056,Immigration
HR4590-113,HR,4590,113,House,2014-05-07,L000573,Labor and Employment
HR4591-113,HR,4591,113,House,2014-05-07,B001252,Labor and Employment
HR4592-113,HR,4592,113,House,2014-05-07,G000549,Health
HR4593-113,HR,4593,113,House,2014-05-07,N000182,Taxation
HR4594-113,HR,4594,113,House,2014-05-07,B000574,Immigration
HR4595-113,HR,4595,113,House,2014-05-07,B001259,Transportation and Public Works
HR4596-113,HR,4596,113,House,2014-05-07,C001068,Finance and Financial Sector
HR4597-113,HR,4597,113,House,2014-05-07,C001048,Crime and Law Enforcement
HR4598-113,HR,4598,113,House,2014-05-07,G000573,Government Operations and Politics
HR4599-113,HR,4599,113,House,2014-05-07,H001048,International Affairs
HR46-113,HR,46,113,House,2013-01-03,B001256,Finance and Financial Sector
HR460-113,HR,460,113,House,2013-02-04,M001180,Health
HR4600-113,HR,4600,113,House,2014-05-07,K000362,Taxation
HR4601-113,HR,4601,113,House,2014-05-07,K000382,Government Operations and Politics
HR4602-113,HR,4602,113,House,2014-05-07,S000937,Taxation
HR4603-113,HR,4603,113,House,2014-05-07,T000463,Law
HR4604-113,HR,4604,113,House,2014-05-07,W000796,Government Operations and Politics
HR4605-113,HR,4605,113,House,2014-05-08,E000291,Health
HR4606-113,HR,4606,113,House,2014-05-08,M001180,Labor and Employment
HR4607-113,HR,4607,113,House,2014-05-08,M001180,Crime and Law Enforcement
HR4608-113,HR,4608,113,House,2014-05-08,L000551,Armed Forces and National Security
HR4609-113,HR,4609,113,House,2014-05-08,C001068,Transportation and Public Works
HR461-113,HR,461,113,House,2013-02-04,B001250,Government Operations and Politics
HR4610-113,HR,4610,113,House,2014-05-08,C001068,Transportation and Public Works
HR4611-113,HR,4611,113,House,2014-05-08,C001069,Labor and Employment
HR4612-113,HR,4612,113,House,2014-05-08,D000621,Education
HR4613-113,HR,4613,113,House,2014-05-08,G000573,Commerce
HR4614-113,HR,4614,113,House,2014-05-08,H001068,Public Lands and Natural Resources
HR4615-113,HR,4615,113,House,2014-05-08,K000210,Housing and Community Development
HR4616-113,HR,4616,113,House,2014-05-08,O000170,Armed Forces and National Security
HR4617-113,HR,4617,113,House,2014-05-08,R000585,Social Welfare
HR4618-113,HR,4618,113,House,2014-05-08,R000588,Crime and Law Enforcement
HR4619-113,HR,4619,113,House,2014-05-08,S001179,Taxation
HR462-113,HR,462,113,House,2013-02-04,B001250,Public Lands and Natural Resources
HR4620-113,HR,4620,113,House,2014-05-08,S000510,Immigration
HR4621-113,HR,4621,113,House,2014-05-08,W000804,Taxation
HR4622-113,HR,4622,113,House,2014-05-09,P000607,Education
HR4623-113,HR,4623,113,House,2014-05-09,M000933,Transportation and Public Works
HR4624-113,HR,4624,113,House,2014-05-09,C001090,Finance and Financial Sector
HR4625-113,HR,4625,113,House,2014-05-09,H000067,Health
HR4626-113,HR,4626,113,House,2014-05-09,C001047,Finance and Financial Sector
HR4627-113,HR,4627,113,House,2014-05-09,P000599,Health
HR4628-113,HR,4628,113,House,2014-05-09,D000622,Armed Forces and National Security
HR4629-113,HR,4629,113,House,2014-05-09,D000617,Armed Forces and National Security
HR463-113,HR,463,113,House,2013-02-04,B001273,Immigration
HR4630-113,HR,4630,113,House,2014-05-09,L000557,Armed Forces and National Security
HR4631-113,HR,4631,113,House,2014-05-09,S000522,Health
HR4632-113,HR,4632,113,House,2014-05-09,G000565,Congress
HR4633-113,HR,4633,113,House,2014-05-09,G000568,Health
HR4634-113,HR,4634,113,House,2014-05-09,R000578,Taxation
HR4635-113,HR,4635,113,House,2014-05-09,A000055,"Science, Technology, Communications"
HR4636-113,HR,4636,113,House,2014-05-09,B001270,Social Welfare
HR4637-113,HR,4637,113,House,2014-05-09,B001278,Government Operations and Politics
HR4638-113,HR,4638,113,House,2014-05-09,C001061,Transportation and Public Works
HR4639-113,HR,4639,113,House,2014-05-09,C001068,Health
HR464-113,HR,464,113,House,2013-02-04,C001037,Government Operations and Politics
HR4640-113,HR,4640,113,House,2014-05-09,E000179,International Affairs
HR4641-113,HR,4641,113,House,2014-05-09,H001038,Public Lands and Natural Resources
HR4642-113,HR,4642,113,House,2014-05-09,I000057,Transportation and Public Works
HR4643-113,HR,4643,113,House,2014-05-09,L000560,Finance and Financial Sector
HR4644-113,HR,4644,113,House,2014-05-09,L000563,Government Operations and Politics
HR4645-113,HR,4645,113,House,2014-05-09,L000397,Government Operations and Politics
HR4646-113,HR,4646,113,House,2014-05-09,M001191,Government Operations and Politics
HR4647-113,HR,4647,113,House,2014-05-09,P000594,Taxation
HR4648-113,HR,4648,113,House,2014-05-09,R000599,Labor and Employment
HR4649-113,HR,4649,113,House,2014-05-09,S000018,International Affairs
HR465-113,HR,465,113,House,2013-02-04,C001037,Government Operations and Politics
HR4650-113,HR,4650,113,House,2014-05-09,S000937,International Affairs
HR4651-113,HR,4651,113,House,2014-05-09,S000937,Government Operations and Politics
HR4652-113,HR,4652,113,House,2014-05-09,T000266,Commerce
HR4653-113,HR,4653,113,House,2014-05-09,W000672,International Affairs
HR4654-113,HR,4654,113,House,2014-05-09,Y000063,Environmental Protection
HR4655-113,HR,4655,113,House,2014-05-09,Y000063,Government Operations and Politics
HR4656-113,HR,4656,113,House,2014-05-13,G000562,Armed Forces and National Security
HR4657-113,HR,4657,113,House,2014-05-13,G000567,Taxation
HR4658-113,HR,4658,113,House,2014-05-13,M000404,Health
HR4659-113,HR,4659,113,House,2014-05-13,S001179,Immigration
HR466-113,HR,466,113,House,2013-02-04,C001037,Social Welfare
HR4660-113,HR,4660,113,House,2014-05-15,W000672,Economics and Public Finance
HR4661-113,HR,4661,113,House,2014-05-15,R000572,Armed Forces and National Security
HR4662-113,HR,4662,113,House,2014-05-15,P000599,Finance and Financial Sector
HR4663-113,HR,4663,113,House,2014-05-15,B001273,Health
HR4664-113,HR,4664,113,House,2014-05-15,K000188,Social Welfare
HR4665-113,HR,4665,113,House,2014-05-15,M001188,International Affairs
HR4666-113,HR,4666,113,House,2014-05-15,S001156,Armed Forces and National Security
HR4667-113,HR,4667,113,House,2014-05-15,W000800,Energy
HR4668-113,HR,4668,113,House,2014-05-15,Y000033,Public Lands and Natural Resources
HR4669-113,HR,4669,113,House,2014-05-19,R000487,Armed Forces and National Security
HR467-113,HR,467,113,House,2013-02-04,C001078,Health
HR4670-113,HR,4670,113,House,2014-05-19,I000056,Government Operations and Politics
HR4671-113,HR,4671,113,House,2014-05-19,I000056,Armed Forces and National Security
HR4672-113,HR,4672,113,House,2014-05-19,S001156,Finance and Financial Sector
HR4673-113,HR,4673,113,House,2014-05-19,M001180,Health
HR4674-113,HR,4674,113,House,2014-05-19,B001285,Armed Forces and National Security
HR4675-113,HR,4675,113,House,2014-05-19,I000057,Education
HR4676-113,HR,4676,113,House,2014-05-19,M000404,Health
HR4677-113,HR,4677,113,House,2014-05-19,R000585,Health
HR4678-113,HR,4678,113,House,2014-05-20,R000586,Government Operations and Politics
HR4679-113,HR,4679,113,House,2014-05-20,L000263,Taxation
HR468-113,HR,468,113,House,2013-02-04,C001078,Government Operations and Politics
HR4680-113,HR,4680,113,House,2014-05-20,C001101,Families
HR4681-113,HR,4681,113,House,2014-05-20,R000572,Armed Forces and National Security
HR4682-113,HR,4682,113,House,2014-05-20,S001192,Armed Forces and National Security
HR4683-113,HR,4683,113,House,2014-05-20,L000559,Health
HR4684-113,HR,4684,113,House,2014-05-20,S001188,Finance and Financial Sector
HR4685-113,HR,4685,113,House,2014-05-20,C001036,Public Lands and Natural Resources
HR4686-113,HR,4686,113,House,2014-05-20,F000460,Public Lands and Natural Resources
HR4687-113,HR,4687,113,House,2014-05-20,H001063,Transportation and Public Works
HR4688-113,HR,4688,113,House,2014-05-20,K000375,Armed Forces and National Security
HR4689-113,HR,4689,113,House,2014-05-20,K000363,Transportation and Public Works
HR469-113,HR,469,113,House,2013-02-04,C001078,Government Operations and Politics
HR4690-113,HR,4690,113,House,2014-05-20,L000562,Public Lands and Natural Resources
HR4691-113,HR,4691,113,House,2014-05-20,P000594,Taxation
HR4692-113,HR,4692,113,House,2014-05-20,P000597,Public Lands and Natural Resources
HR4693-113,HR,4693,113,House,2014-05-20,T000465,Armed Forces and National Security
HR4694-113,HR,4694,113,House,2014-05-21,D000191,Native Americans
HR4695-113,HR,4695,113,House,2014-05-21,B001248,Health
HR4696-113,HR,4696,113,House,2014-05-21,G000549,Taxation
HR4697-113,HR,4697,113,House,2014-05-21,M001165,Finance and Financial Sector
HR4698-113,HR,4698,113,House,2014-05-21,P000601,Law
HR4699-113,HR,4699,113,House,2014-05-21,D000617,Native Americans
HR47-113,HR,47,113,House,2013-01-03,B001242,Taxation
HR470-113,HR,470,113,House,2013-02-04,C001078,Government Operations and Politics
HR4700-113,HR,4700,113,House,2014-05-21,G000562,Taxation
HR4701-113,HR,4701,113,House,2014-05-21,G000564,Health
HR4702-113,HR,4702,113,House,2014-05-21,G000556,Armed Forces and National Security
HR4703-113,HR,4703,113,House,2014-05-21,H001059,International Affairs
HR4704-113,HR,4704,113,House,2014-05-21,J000126,Crime and Law Enforcement
HR4705-113,HR,4705,113,House,2014-05-21,P000596,Armed Forces and National Security
HR4706-113,HR,4706,113,House,2014-05-21,K000188,Public Lands and Natural Resources
HR4707-113,HR,4707,113,House,2014-05-21,M000087,Health
HR4708-113,HR,4708,113,House,2014-05-21,M000087,Taxation
HR4709-113,HR,4709,113,House,2014-05-21,M001179,Crime and Law Enforcement
HR471-113,HR,471,113,House,2013-02-04,C001078,Government Operations and Politics
HR4710-113,HR,4710,113,House,2014-05-21,N000187,Public Lands and Natural Resources
HR4711-113,HR,4711,113,House,2014-05-21,S001165,Commerce
HR4712-113,HR,4712,113,House,2014-05-21,T000468,Armed Forces and National Security
HR4713-113,HR,4713,113,House,2014-05-21,W000809,Education
HR4714-113,HR,4714,113,House,2014-05-22,M000725,Education
HR4715-113,HR,4715,113,House,2014-05-22,L000575,Economics and Public Finance
HR4716-113,HR,4716,113,House,2014-05-22,G000562,Animals
HR4717-113,HR,4717,113,House,2014-05-22,T000462,Taxation
HR4718-113,HR,4718,113,House,2014-05-22,T000462,Taxation
HR4719-113,HR,4719,113,House,2014-05-22,R000585,Taxation
HR472-113,HR,472,113,House,2013-02-04,C001078,Government Operations and Politics
HR4720-113,HR,4720,113,House,2014-05-22,W000798,Armed Forces and National Security
HR4721-113,HR,4721,113,House,2014-05-22,Y000033,Taxation
HR4722-113,HR,4722,113,House,2014-05-22,B001242,Public Lands and Natural Resources
HR4723-113,HR,4723,113,House,2014-05-22,C001091,Armed Forces and National Security
HR4724-113,HR,4724,113,House,2014-05-22,C001084,Government Operations and Politics
HR4725-113,HR,4725,113,House,2014-05-22,C001092,Armed Forces and National Security
HR4726-113,HR,4726,113,House,2014-05-22,D000619,Transportation and Public Works
HR4727-113,HR,4727,113,House,2014-05-22,D000533,Transportation and Public Works
HR4728-113,HR,4728,113,House,2014-05-22,F000458,Health
HR4729-113,HR,4729,113,House,2014-05-22,G000556,Armed Forces and National Security
HR473-113,HR,473,113,House,2013-02-04,C001078,Health
HR4730-113,HR,4730,113,House,2014-05-22,G000556,Armed Forces and National Security
HR4731-113,HR,4731,113,House,2014-05-22,J000289,Social Welfare
HR4732-113,HR,4732,113,House,2014-05-22,K000381,"Science, Technology, Communications"
HR4733-113,HR,4733,113,House,2014-05-22,L000557,Taxation
HR4734-113,HR,4734,113,House,2014-05-22,M001156,Finance and Financial Sector
HR4735-113,HR,4735,113,House,2014-05-22,N000127,Health
HR4736-113,HR,4736,113,House,2014-05-22,N000127,Public Lands and Natural Resources
HR4737-113,HR,4737,113,House,2014-05-22,P000601,Public Lands and Natural Resources
HR4738-113,HR,4738,113,House,2014-05-22,P000604,Transportation and Public Works
HR4739-113,HR,4739,113,House,2014-05-22,R000585,Environmental Protection
HR474-113,HR,474,113,House,2013-02-04,C001078,Taxation
HR4740-113,HR,4740,113,House,2014-05-22,R000585,Taxation
HR4741-113,HR,4741,113,House,2014-05-22,T000266,Armed Forces and National Security
HR4742-113,HR,4742,113,House,2014-05-23,H000329,Public Lands and Natural Resources
HR4743-113,HR,4743,113,House,2014-05-23,L000557,Taxation
HR4744-113,HR,4744,113,House,2014-05-23,S000018,Energy
HR4745-113,HR,4745,113,House,2014-05-27,L000111,Economics and Public Finance
HR4746-113,HR,4746,113,House,2014-05-28,M000087,Health
HR4747-113,HR,4747,113,House,2014-05-28,M001143,Armed Forces and National Security
HR4748-113,HR,4748,113,House,2014-05-28,B001273,Immigration
HR4749-113,HR,4749,113,House,2014-05-28,C001075,Crime and Law Enforcement
HR475-113,HR,475,113,House,2013-02-04,G000549,Taxation
HR4750-113,HR,4750,113,House,2014-05-28,G000550,Health
HR4751-113,HR,4751,113,House,2014-05-28,K000381,Public Lands and Natural Resources
HR4752-113,HR,4752,113,House,2014-05-28,L000566,"Science, Technology, Communications"
HR4753-113,HR,4753,113,House,2014-05-28,M000404,Taxation
HR4754-113,HR,4754,113,House,2014-05-28,M000404,Taxation
HR4755-113,HR,4755,113,House,2014-05-29,T000467,Health
HR4756-113,HR,4756,113,House,2014-05-29,C001090,Education
HR4757-113,HR,4757,113,House,2014-05-29,L000111,Taxation
HR4758-113,HR,4758,113,House,2014-05-29,C001083,Labor and Employment
HR4759-113,HR,4759,113,House,2014-05-29,L000554,Armed Forces and National Security
HR476-113,HR,476,113,House,2013-02-04,G000550,Economics and Public Finance
HR4760-113,HR,4760,113,House,2014-05-29,R000587,Armed Forces and National Security
HR4761-113,HR,4761,113,House,2014-05-29,B000574,Taxation
HR4762-113,HR,4762,113,House,2014-05-29,B000574,Health
HR4763-113,HR,4763,113,House,2014-05-29,C001097,Foreign Trade and International Finance
HR4764-113,HR,4764,113,House,2014-05-29,F000458,Taxation
HR4765-113,HR,4765,113,House,2014-05-29,F000455,Health
HR4766-113,HR,4766,113,House,2014-05-29,G000562,Armed Forces and National Security
HR4767-113,HR,4767,113,House,2014-05-29,H000636,Education
HR4768-113,HR,4768,113,House,2014-05-29,H001068,Foreign Trade and International Finance
HR4769-113,HR,4769,113,House,2014-05-29,M001166,Crime and Law Enforcement
HR477-113,HR,477,113,House,2013-02-04,G000550,Immigration
HR4770-113,HR,4770,113,House,2014-05-29,M001191,Transportation and Public Works
HR4771-113,HR,4771,113,House,2014-05-29,P000373,Crime and Law Enforcement
HR4772-113,HR,4772,113,House,2014-05-29,H001065,Law
HR4773-113,HR,4773,113,House,2014-05-29,R000592,Education
HR4774-113,HR,4774,113,House,2014-05-29,S000937,Armed Forces and National Security
HR4775-113,HR,4775,113,House,2014-05-30,M001189,Taxation
HR4776-113,HR,4776,113,House,2014-05-30,G000556,Education
HR4777-113,HR,4777,113,House,2014-05-30,B001248,Taxation
HR4778-113,HR,4778,113,House,2014-05-30,M000312,Armed Forces and National Security
HR4779-113,HR,4779,113,House,2014-05-30,D000612,Armed Forces and National Security
HR478-113,HR,478,113,House,2013-02-04,G000550,Immigration
HR4780-113,HR,4780,113,House,2014-05-30,Y000033,Health
HR4781-113,HR,4781,113,House,2014-05-30,J000290,Health
HR4782-113,HR,4782,113,House,2014-05-30,S001180,Education
HR4783-113,HR,4783,113,House,2014-05-30,T000460,Health
HR4784-113,HR,4784,113,House,2014-05-30,C001084,Crime and Law Enforcement
HR4785-113,HR,4785,113,House,2014-05-30,D000618,Taxation
HR4786-113,HR,4786,113,House,2014-05-30,D000620,Social Welfare
HR4787-113,HR,4787,113,House,2014-05-30,D000614,Finance and Financial Sector
HR4788-113,HR,4788,113,House,2014-05-30,D000614,Finance and Financial Sector
HR4789-113,HR,4789,113,House,2014-05-30,F000458,Taxation
HR479-113,HR,479,113,House,2013-02-04,G000551,International Affairs
HR4790-113,HR,4790,113,House,2014-05-30,H000324,Transportation and Public Works
HR4791-113,HR,4791,113,House,2014-05-30,M000087,Housing and Community Development
HR4792-113,HR,4792,113,House,2014-05-30,M001187,Government Operations and Politics
HR4793-113,HR,4793,113,House,2014-05-30,M001191,Armed Forces and National Security
HR4794-113,HR,4794,113,House,2014-05-30,S000018,"Science, Technology, Communications"
HR4795-113,HR,4795,113,House,2014-05-30,S001176,Environmental Protection
HR4796-113,HR,4796,113,House,2014-06-02,J000032,Health
HR4797-113,HR,4797,113,House,2014-06-02,D000615,Animals
HR4798-113,HR,4798,113,House,2014-06-02,I000057,Health
HR4799-113,HR,4799,113,House,2014-06-02,O000168,Environmental Protection
HR48-113,HR,48,113,House,2013-01-03,B001242,Taxation
HR480-113,HR,480,113,House,2013-02-04,H000324,Taxation
HR4800-113,HR,4800,113,House,2014-06-04,A000055,Economics and Public Finance
HR4801-113,HR,4801,113,House,2014-06-05,K000378,Energy
HR4802-113,HR,4802,113,House,2014-06-05,H001067,Transportation and Public Works
HR4803-113,HR,4803,113,House,2014-06-05,S000051,Crime and Law Enforcement
HR4804-113,HR,4804,113,House,2014-06-05,M001182,Finance and Financial Sector
HR4805-113,HR,4805,113,House,2014-06-05,B001273,Health
HR4806-113,HR,4806,113,House,2014-06-05,C001036,Crime and Law Enforcement
HR4807-113,HR,4807,113,House,2014-06-05,I000057,Armed Forces and National Security
HR4808-113,HR,4808,113,House,2014-06-05,K000376,Environmental Protection
HR4809-113,HR,4809,113,House,2014-06-09,C001064,Armed Forces and National Security
HR481-113,HR,481,113,House,2013-02-04,H001055,Armed Forces and National Security
HR4810-113,HR,4810,113,House,2014-06-09,M001144,Armed Forces and National Security
HR4811-113,HR,4811,113,House,2014-06-09,S001188,Finance and Financial Sector
HR4812-113,HR,4812,113,House,2014-06-09,R000588,Armed Forces and National Security
HR4813-113,HR,4813,113,House,2014-06-09,M001180,Environmental Protection
HR4814-113,HR,4814,113,House,2014-06-09,M001179,Health
HR4815-113,HR,4815,113,House,2014-06-09,B001285,Education
HR4816-113,HR,4816,113,House,2014-06-09,H001034,Armed Forces and National Security
HR4817-113,HR,4817,113,House,2014-06-09,K000385,Crime and Law Enforcement
HR4818-113,HR,4818,113,House,2014-06-09,M001191,Armed Forces and National Security
HR4819-113,HR,4819,113,House,2014-06-09,M001191,Taxation
HR482-113,HR,482,113,House,2013-02-04,H001032,Education
HR4820-113,HR,4820,113,House,2014-06-09,N000147,Health
HR4821-113,HR,4821,113,House,2014-06-09,C001095,Private Legislation
HR4822-113,HR,4822,113,House,2014-06-10,S001190,Taxation
HR4823-113,HR,4823,113,House,2014-06-10,S001193,Labor and Employment
HR4824-113,HR,4824,113,House,2014-06-10,E000292,Labor and Employment
HR4825-113,HR,4825,113,House,2014-06-10,N000127,Commerce
HR4826-113,HR,4826,113,House,2014-06-10,M001185,Education
HR4827-113,HR,4827,113,House,2014-06-10,H001066,Labor and Employment
HR4828-113,HR,4828,113,House,2014-06-10,G000573,Education
HR4829-113,HR,4829,113,House,2014-06-10,B001251,Transportation and Public Works
HR483-113,HR,483,113,House,2013-02-04,H001067,Taxation
HR4830-113,HR,4830,113,House,2014-06-10,I000057,Armed Forces and National Security
HR4831-113,HR,4831,113,House,2014-06-10,K000380,Taxation
HR4832-113,HR,4832,113,House,2014-06-10,L000580,Education
HR4833-113,HR,4833,113,House,2014-06-10,M000087,Education
HR4834-113,HR,4834,113,House,2014-06-11,P000265,Transportation and Public Works
HR4835-113,HR,4835,113,House,2014-06-11,C000714,Finance and Financial Sector
HR4836-113,HR,4836,113,House,2014-06-11,B001243,Armed Forces and National Security
HR4837-113,HR,4837,113,House,2014-06-11,R000578,Taxation
HR4838-113,HR,4838,113,House,2014-06-11,F000043,Transportation and Public Works
HR4839-113,HR,4839,113,House,2014-06-11,G000553,Labor and Employment
HR484-113,HR,484,113,House,2013-02-04,H001048,Labor and Employment
HR4840-113,HR,4840,113,House,2014-06-11,I000057,Social Welfare
HR4841-113,HR,4841,113,House,2014-06-11,K000368,Armed Forces and National Security
HR4842-113,HR,4842,113,House,2014-06-11,M000087,Finance and Financial Sector
HR4843-113,HR,4843,113,House,2014-06-11,M001143,Health
HR4844-113,HR,4844,113,House,2014-06-11,M001190,Public Lands and Natural Resources
HR4845-113,HR,4845,113,House,2014-06-11,N000181,Taxation
HR4846-113,HR,4846,113,House,2014-06-11,P000598,Public Lands and Natural Resources
HR4847-113,HR,4847,113,House,2014-06-11,S000522,Health
HR4848-113,HR,4848,113,House,2014-06-11,D000191,Taxation
