bioguide_id,crp_id,first_name,last_name,date_of_birth,gender,party,state,seniority,leadership_role,url,total_votes,missed_votes,missed_votes_pct,total_present,votes_with_party_pct,votes_against_party_pct
D000598,N00009604,Susan,Davis,1944-04-13,F,D,CA,18,,https://susandavis.house.gov,1211,32,2.64,1,96.95,3.05
D000191,N00007781,Peter,DeFazio,1947-05-27,M,D,OR,32,,https://defazio.house.gov,1211,47,3.88,5,95.51,4.49
D000197,N00006134,Diana,DeGette,1957-07-29,F,D,CO,22,,https://degette.house.gov,1211,78,6.44,1,96.83,3.17
D000620,N00033897,John,Delaney,1963-04-16,M,D,MD,6,,https://delaney.house.gov,1211,39,3.22,2,95.37,4.63
D000216,N00000615,Rosa,DeLauro,1943-03-02,F,D,CT,28,,https://delauro.house.gov,1211,81,6.69,1,97.64,2.36
D000617,N00030693,Suzan,DelBene,1962-02-17,F,D,WA,8,,https://delbene.house.gov,1211,2,0.17,2,96.35,3.65
D000627,N00033449,Val,Demings,1957-03-12,F,D,FL,2,,https://demings.house.gov,1211,17,1.4,0,96.99,3.01
D000612,N00031593,Jeffrey,Denham,1967-07-29,M,R,CA,8,,https://denham.house.gov,1211,80,6.61,0,92.1,7.9
D000604,N00026171,Charlie,Dent,1960-05-24,M,R,PA,14,,https://dent.house.gov,891,19,2.13,0,93.89,6.11
D000621,N00034746,Ron,DeSantis,1978-09-14,M,R,FL,6,,https://desantis.house.gov,1104,116,10.51,0,94.21,5.79
D000623,N00030709,Mark,DeSaulnier,1952-03-31,M,D,CA,4,,https://desaulnier.house.gov,1211,18,1.49,0,95.61,4.39
D000616,N00030957,Scott,DesJarlais,1964-02-21,M,R,TN,8,,https://desjarlais.house.gov,1211,52,4.29,0,97.14,2.86
D000610,N00031317,Ted,Deutch,1966-05-07,M,D,FL,10,,https://teddeutch.house.gov,1211,86,7.1,2,96.53,3.47
D000600,N00025337,Mario,Diaz-Balart,1961-09-25,M,R,FL,16,,https://mariodiazbalart.house.gov,1211,91,7.51,0,93.99,6.01
D000624,N00036149,Debbie,Dingell,1953-11-23,F,D,MI,4,,https://debbiedingell.house.gov,1211,13,1.07,3,98.46,1.54
D000399,N00006023,Lloyd,Doggett,1946-10-06,M,D,TX,24,,https://doggett.house.gov,1211,22,1.82,0,96.55,3.45
D000625,N00036928,Daniel,Donovan,1956-11-06,M,R,NY,4,,https://donovan.house.gov,1211,28,2.31,0,93.03,6.97
D000482,N00001373,Mike,Doyle,1953-08-05,M,D,PA,24,,https://doyle.house.gov,1211,24,1.98,1,97.66,2.34
D000614,N00030967,Sean,Duffy,1971-10-03,M,R,WI,8,,https://duffy.house.gov,1211,44,3.63,0,95.09,4.91
D000615,N00030752,Jeffrey,Duncan,1966-01-07,M,R,SC,8,,https://jeffduncan.house.gov,1211,91,7.51,0,95.07,4.93
D000533,N00003209,John,Duncan,1947-07-21,M,R,TN,32,,https://duncan.house.gov,1211,28,2.31,0,89.56,10.44
D000628,N00037442,Neal,Dunn,1953-02-16,M,R,FL,2,,https://dunn.house.gov,1211,28,2.31,0,98.47,1.53
E000288,N00028257,Keith,Ellison,1963-08-04,M,D,MN,12,,https://ellison.house.gov,1211,210,17.34,5,94.66,5.34
E000294,N00035440,Tom,Emmer,1961-03-03,M,R,MN,4,,https://emmer.house.gov,1211,13,1.07,0,94.97,5.03
E000179,N00001003,Eliot,Engel,1947-02-18,M,D,NY,30,,https://engel.house.gov,1211,61,5.04,2,96.87,3.13
E000215,N00007335,Anna,Eshoo,1942-12-13,F,D,CA,26,,http://eshoo.house.gov,1211,73,6.03,1,96.58,3.42
E000297,N00034549,Adriano,Espaillat,1954-09-27,M,D,NY,2,,https://espaillat.house.gov,1211,13,1.07,1,96.83,3.17
E000298,N00040712,Ron,Estes,1956-07-19,M,R,KS,2,,https://estes.house.gov,988,10,1.01,0,98.46,1.54
E000293,N00033217,Elizabeth,Esty,1959-08-25,F,D,CT,6,,https://esty.house.gov,1210,5,0.41,1,97.61,2.39
E000296,N00038450,Dwight,Evans,1954-05-16,M,D,PA,4,,https://evans.house.gov,1211,10,0.83,3,97.01,2.99
F000460,N00031672,Blake,Farenthold,1961-12-12,M,R,TX,8,,https://farenthold.house.gov,840,6,0.71,0,96.87,3.13
F000464,N00037288,John,Faso,1952-08-25,M,R,NY,2,,https://faso.house.gov,1211,8,0.66,0,89.47,10.53
F000465,N00039090,A.,Ferguson,1966-11-15,M,R,GA,2,,https://ferguson.house.gov,1211,6,0.5,0,98.5,1.5
F000466,N00038779,Brian,Fitzpatrick,1973-12-17,M,R,PA,2,,https://fitzpatrick.house.gov,1211,4,0.33,0,81.6,18.4
F000459,N00030815,Chuck,Fleischmann,1962-10-11,M,R,TN,8,,https://fleischmann.house.gov,1211,1,0.08,0,97.34,2.66
F000461,N00031545,Bill,Flores,1954-02-25,M,R,TX,8,,https://flores.house.gov,1211,30,2.48,0,95.4,4.6
F000449,N00026631,Jeff,Fortenberry,1960-12-27,M,R,NE,14,,https://fortenberry.house.gov,1211,30,2.48,0,94.21,5.79
F000454,N00029139,Bill,Foster,1955-10-07,M,D,IL,6,,https://foster.house.gov,1211,26,2.15,1,96.1,3.9
F000450,N00026166,Virginia,Foxx,1943-06-29,F,R,NC,12,,https://foxx.house.gov,1211,1,0.08,0,93.52,6.48
F000462,N00002893,Lois,Frankel,1948-05-16,F,D,FL,6,,https://frankel.house.gov,1211,83,6.85,2,96.91,3.09
F000448,N00006423,Trent,Franks,1957-06-19,M,R,AZ,16,,https://franks.house.gov/,672,25,3.72,0,95.66,4.34
F000372,N00000684,Rodney,Frelinghuysen,1946-04-29,M,R,NJ,24,,https://frelinghuysen.house.gov,1211,24,1.98,0,96.02,3.98
F000455,N00030490,Marcia,Fudge,1952-10-29,F,D,OH,12,,https://fudge.house.gov,1211,47,3.88,2,97.0,3.0
G000571,N00033281,Tulsi,Gabbard,1981-04-12,F,D,HI,6,,https://gabbard.house.gov,1211,68,5.62,2,94.79,5.21
G000578,N00039503,Matt,Gaetz,1982-05-07,M,R,FL,2,,https://gaetz.house.gov,1211,62,5.12,0,89.35,10.66
G000579,N00039330,Mike,Gallagher,1984-03-03,M,R,WI,2,,https://gallagher.house.gov,1211,16,1.32,0,93.02,6.98
G000574,N00036097,Ruben,Gallego,1979-11-20,M,D,AZ,4,,https://rubengallego.house.gov,1211,32,2.64,2,97.04,2.96
G000559,N00030856,John,Garamendi,1945-01-24,M,D,CA,10,,https://garamendi.house.gov,1211,51,4.21,2,95.49,4.51
G000580,N00038847,Thomas,Garrett,1972-03-27,M,R,VA,2,,https://tomgarrett.house.gov,1211,131,10.82,0,90.78,9.22
G000584,N00040733,Greg,Gianforte,1961-04-17,M,R,MT,2,,https://gianforte.house.gov,899,10,1.11,0,96.5,3.5
G000563,N00031128,Bob,Gibbs,1954-06-14,M,R,OH,8,,https://gibbs.house.gov,1211,9,0.74,0,97.16,2.84
G000552,N00026148,Louie,Gohmert,1953-08-18,M,R,TX,14,,https://gohmert.house.gov,1211,74,6.11,2,90.72,9.28
G000585,N00040597,Jimmy,Gomez,1974-11-25,M,D,CA,2,,https://gomez.house.gov,865,26,3.01,1,96.69,3.31
G000581,N00038809,Vicente,Gonzalez,1967-09-04,M,D,TX,2,,https://gonzalez.house.gov,1211,40,3.3,1,91.08,8.92
G000582,N00037615,Jenniffer,González-Colón,1976-08-05,F,R,PR,2,,https://gonzalez-colon.house.gov,,,,,,
G000289,N00009154,Robert,Goodlatte,1952-09-22,M,R,VA,26,,https://goodlatte.house.gov,1211,23,1.9,0,98.05,1.95
G000565,N00030771,Paul,Gosar,1958-11-22,M,R,AZ,8,,https://gosar.house.gov,1211,55,4.54,0,89.3,10.7
G000583,N00036944,Josh,Gottheimer,1975-03-08,M,D,NJ,2,,https://gottheimer.house.gov,1211,16,1.32,0,85.91,14.09
G000566,N00030880,Trey,Gowdy,1964-08-22,M,R,SC,8,,https://gowdy.house.gov,1211,118,9.74,0,98.9,1.1
G000377,N00008799,Kay,Granger,1943-01-18,F,R,TX,22,,https://kaygranger.house.gov,1211,73,6.03,0,98.23,1.77
G000577,N00036135,Garret,Graves,1972-01-31,M,R,LA,4,,https://garretgraves.house.gov,1211,30,2.48,0,94.72,5.28
G000546,N00013323,Sam,Graves,1963-11-07,M,R,MO,18,,https://graves.house.gov,1211,93,7.68,0,94.43,5.57
G000560,N00030788,Tom,Graves,1970-02-03,M,R,GA,10,,https://tomgraves.house.gov,1211,14,1.16,0,94.46,5.54
G000410,N00005870,Gene,Green,1947-10-17,M,D,TX,26,,https://green.house.gov,1211,61,5.04,1,92.87,7.13
G000553,N00026686,Al,Green,1947-09-01,M,D,TX,14,,https://algreen.house.gov,1211,23,1.9,1,96.98,3.02
G000568,N00032029,Morgan,Griffith,1958-03-15,M,R,VA,8,,https://morgangriffith.house.gov,1211,20,1.65,2,93.25,6.75
G000551,N00025284,Raúl,Grijalva,1948-02-19,M,D,AZ,16,,https://grijalva.house.gov,1211,89,7.35,3,96.65,3.35
G000576,N00036409,Glenn,Grothman,1955-07-03,M,R,WI,4,,https://grothman.house.gov,1211,35,2.89,1,94.44,5.56
G000558,N00029675,Brett,Guthrie,1964-02-18,M,R,KY,10,,https://guthrie.house.gov,1211,6,0.5,0,99.0,1.0
G000535,N00004874,Luis,Gutiérrez,1953-12-10,M,D,IL,26,,https://gutierrez.house.gov,1211,268,22.13,1,95.22,4.78
H001050,N00025881,Colleen,Hanabusa,1951-05-04,F,D,HI,4,,https://hanabusa.house.gov,1211,179,14.78,1,96.91,3.09
H001078,N00035477,Karen,Handel,1962-04-18,F,R,GA,2,,https://handel.house.gov,887,2,0.23,0,98.52,1.48
H001045,N00029632,Gregg,Harper,1956-06-01,M,R,MS,10,,https://harper.house.gov,1211,44,3.63,0,98.02,1.98
H001052,N00029147,Andy,Harris,1957-01-25,M,R,MD,8,,https://harris.house.gov,1211,32,2.64,0,94.12,5.88
H001053,N00031005,Vicky,Hartzler,1960-10-13,F,R,MO,8,,https://hartzler.house.gov,1211,32,2.64,0,97.02,2.98
H000324,N00002884,Alcee,Hastings,1936-09-05,M,D,FL,26,,https://alceehastings.house.gov,1211,83,6.85,1,96.45,3.55
H001064,N00031557,Denny,Heck,1952-07-29,M,D,WA,6,,https://dennyheck.house.gov,1211,3,0.25,2,96.17,3.83
H001036,N00024922,Jeb,Hensarling,1957-05-29,M,R,TX,16,,https://hensarling.house.gov,1211,17,1.4,0,97.98,2.02
H001082,N00040829,Kevin,Hern,1961-12-04,M,R,OK,2,,https://hern.house.gov,84,0,0.0,0,97.62,2.38
H001056,N00031559,Jaime,Herrera Beutler,1978-11-03,F,R,WA,8,,https://herrerabeutler.house.gov,1211,15,1.24,0,92.69,7.31
H001071,N00032243,Jody,Hice,1960-04-22,M,R,GA,4,,https://hice.house.gov,1211,17,1.4,0,92.68,7.32
H001038,N00027060,Brian,Higgins,1959-10-06,M,D,NY,12,,https://higgins.house.gov,1211,42,3.47,1,97.37,2.63
H001077,N00039953,Clay,Higgins,1961-08-24,M,R,LA,2,,https://clayhiggins.house.gov,1211,38,3.14,0,98.54,1.46
H001072,N00035792,French,Hill,1956-12-05,M,R,AR,4,,https://hill.house.gov,1211,14,1.16,0,96.14,3.86
H001047,N00029070,Jim,Himes,1966-07-05,M,D,CT,10,,https://himes.house.gov,1211,21,1.73,1,94.66,5.34
H001065,N00033399,George,Holding,1968-04-17,M,R,NC,6,,https://holding.house.gov,1211,31,2.56,0,94.89,5.11
H001074,N00038429,Trey,Hollingsworth,1983-09-12,M,R,IN,2,,https://hollingsworth.house.gov,1211,31,2.56,0,96.42,3.58
H000874,N00001821,Steny,Hoyer,1939-06-14,M,D,MD,38,Minority Whip,https://hoyer.house.gov,1211,61,5.04,1,98.39,1.61
H001067,N00033630,Richard,Hudson,1971-11-04,M,R,NC,6,,https://hudson.house.gov,1211,81,6.69,0,94.4,5.6
H001068,N00033030,Jared,Huffman,1964-02-18,M,D,CA,6,,https://huffman.house.gov,1211,66,5.45,0,94.8,5.2
H001058,N00030673,Bill,Huizenga,1969-01-31,M,R,MI,8,,https://huizenga.house.gov,1211,45,3.72,1,96.55,3.45
H001059,N00031104,Randy,Hultgren,1966-03-01,M,R,IL,8,,https://hultgren.house.gov,1211,70,5.78,0,97.8,2.2
H001048,N00029258,Duncan,Hunter,1976-12-07,M,R,CA,10,,https://hunter.house.gov,1211,37,3.06,0,95.46,4.54
H001073,N00031417,Will,Hurd,1977-08-19,M,R,TX,4,,https://hurd.house.gov,1211,26,2.15,0,93.81,6.19
I000056,N00007017,Darrell,Issa,1953-11-01,M,R,CA,18,,https://issa.house.gov,1211,102,8.42,0,96.74,3.26
J000032,N00005818,Sheila,Jackson Lee,1950-01-12,F,D,TX,24,,https://jacksonlee.house.gov,1211,36,2.97,2,96.42,3.58
J000298,N00038858,Pramila,Jayapal,1965-09-21,F,D,WA,2,,https://jayapal.house.gov,1211,23,1.9,1,96.11,3.89
J000294,N00033640,Hakeem,Jeffries,1970-08-04,M,D,NY,6,,https://jeffries.house.gov,1211,45,3.72,2,97.09,2.91
J000297,N00035531,Evan,Jenkins,1960-09-12,M,R,WV,4,,https://evanjenkins.house.gov,1126,92,8.17,0,92.32,7.68
J000290,N00029077,Lynn,Jenkins,1963-06-10,F,R,KS,10,,https://lynnjenkins.house.gov,1211,117,9.66,0,94.77,5.23
J000288,N00027848,Hank,Johnson,1954-10-02,M,D,GA,12,,https://hankjohnson.house.gov,1211,41,3.39,2,95.44,4.56
J000292,N00032088,Bill,Johnson,1954-11-10,M,R,OH,8,,https://billjohnson.house.gov,1211,17,1.4,0,94.78,5.22
J000126,N00008122,Eddie,Johnson,1935-12-03,F,D,TX,26,,https://ebjohnson.house.gov,1211,102,8.42,0,97.13,2.87
J000174,N00008028,Sam,Johnson,1930-10-11,M,R,TX,28,,https://samjohnson.house.gov,1211,182,15.03,0,98.34,1.66
J000299,N00039106,Mike,Johnson,1972-01-30,M,R,LA,2,,https://mikejohnson.house.gov,1211,23,1.9,0,97.46,2.54
J000303,N00042648,Brenda,Jones,1959-10-24,F,D,MI,2,,,78,0,0.0,0,100.0,0.0
J000255,N00002299,Walter,Jones,1943-02-10,M,R,NC,24,,https://jones.house.gov,1211,231,19.08,1,61.27,38.73
J000289,N00027894,Jim,Jordan,1964-02-17,M,R,OH,12,,https://jordan.house.gov,1211,27,2.23,0,91.26,8.74
J000295,N00035007,Dave,Joyce,1957-03-17,M,R,OH,6,,https://joyce.house.gov,1211,26,2.15,1,92.71,7.29
K000009,N00003522,Marcy,Kaptur,1946-06-17,F,D,OH,36,,https://kaptur.house.gov,1211,23,1.9,2,96.37,3.63
K000386,N00035934,John,Katko,1962-11-09,M,R,NY,4,,https://katko.house.gov,1211,38,3.14,0,89.2,10.8
K000375,N00031933,Bill,Keating,1952-09-06,M,D,MA,8,,https://keating.house.gov,1211,101,8.34,2,96.77,3.23
K000388,N00037003,Trent,Kelly,1966-03-01,M,R,MS,4,,https://trentkelly.house.gov,1211,7,0.58,0,97.33,2.67
K000385,N00035215,Robin,Kelly,1956-04-30,F,D,IL,6,,https://robinkelly.house.gov,1211,38,3.14,1,97.56,2.44
K000376,N00031647,Mike,Kelly,1948-05-10,M,R,PA,8,,https://kelly.house.gov,1211,24,1.98,0,96.53,3.47
K000379,N00034044,Joseph,Kennedy,1980-10-04,M,D,MA,6,,https://kennedy.house.gov,1211,108,8.92,2,97.67,2.33
K000389,N00026427,Ro,Khanna,1976-09-13,M,D,CA,2,,https://khanna.house.gov,1211,10,0.83,2,96.75,3.25
K000390,N00033530,Ruben,Kihuen,1980-04-25,M,D,NV,2,,https://kihuen.house.gov,1211,31,2.56,1,96.78,3.22
K000380,N00033395,Dan,Kildee,1958-08-11,M,D,MI,6,,https://dankildee.house.gov,1211,10,0.83,2,96.92,3.08
K000381,N00034453,Derek,Kilmer,1974-01-01,M,D,WA,6,,https://kilmer.house.gov,1211,2,0.17,2,96.6,3.4
K000188,N00004403,Ron,Kind,1963-03-16,M,D,WI,22,,https://kind.house.gov,1211,103,8.51,0,92.78,7.22
K000210,N00001193,Peter,King,1944-04-05,M,R,NY,26,,https://peteking.house.gov,1211,50,4.13,0,92.39,7.61
K000362,N00025237,Steve,King,1949-05-28,M,R,IA,16,,https://steveking.house.gov,1211,19,1.57,0,96.04,3.96
K000378,N00030667,Adam,Kinzinger,1978-02-27,M,R,IL,8,,https://kinzinger.house.gov,1211,33,2.73,0,92.49,7.51
K000387,N00035820,Steve,Knight,1966-12-17,M,R,CA,4,,https://knight.house.gov,1211,29,2.39,0,93.96,6.04
K000391,N00033240,Raja,Krishnamoorthi,1973-07-19,M,D,IL,2,,https://krishnamoorthi.house.gov,1211,2,0.17,2,97.28,2.72
K000382,N00030875,Ann,Kuster,1956-09-05,F,D,NH,6,,https://kuster.house.gov,1211,41,3.39,1,94.21,5.79
K000392,N00025445,David,Kustoff,1966-10-08,M,R,TN,2,,https://kustoff.house.gov,1211,27,2.23,0,98.47,1.53
L000573,N00031377,Raúl,Labrador,1967-12-08,M,R,ID,8,,https://labrador.house.gov,1211,173,14.29,0,93.71,6.29
L000585,N00037031,Darin,LaHood,1968-07-05,M,R,IL,4,,https://lahood.house.gov,1211,11,0.91,0,94.89,5.11
L000578,N00033987,Doug,LaMalfa,1960-07-02,M,R,CA,6,,https://lamalfa.house.gov,1211,29,2.39,0,97.36,2.64
L000588,N00041870,Conor,Lamb,1984-06-27,M,D,PA,2,,https://lamb.house.gov/,362,2,0.55,0,87.22,12.78
L000564,N00028133,Doug,Lamborn,1954-05-24,M,R,CO,12,,https://lamborn.house.gov,1211,16,1.32,0,97.22,2.78
L000567,N00000898,Leonard,Lance,1952-06-25,M,R,NJ,10,,https://lance.house.gov,1211,2,0.17,0,86.78,13.22
L000559,N00009724,Jim,Langevin,1964-04-22,M,D,RI,18,,https://langevin.house.gov,1211,19,1.57,1,98.02,1.98
L000560,N00009759,Rick,Larsen,1965-06-15,M,D,WA,18,,https://larsen.house.gov,1211,38,3.14,1,96.86,3.14
L000557,N00000575,John,Larson,1948-07-22,M,D,CT,20,,https://larson.house.gov,1211,62,5.12,1,97.32,2.68
L000566,N00012233,Robert,Latta,1956-04-18,M,R,OH,12,,https://latta.house.gov,1211,0,0.0,0,97.26,2.74
L000581,N00034068,Brenda,Lawrence,1954-10-18,F,D,MI,4,,https://lawrence.house.gov,1211,29,2.39,2,98.18,1.82
L000586,N00030642,Al,Lawson,1948-09-23,M,D,FL,2,,https://lawson.house.gov,1211,76,6.28,0,94.47,5.53
L000551,N00008046,Barbara,Lee,1946-07-16,F,D,CA,22,,https://lee.house.gov,1211,23,1.9,1,95.59,4.41
L000589,N00042056,Debbie,Lesko,1958-11-14,F,R,AZ,2,,https://lesko.house.gov/,333,2,0.6,0,95.15,4.85
L000263,N00003950,Sander,Levin,1931-09-06,M,D,MI,36,,https://levin.house.gov,1211,1,0.08,2,98.47,1.53
L000587,N00038400,Jason,Lewis,1955-09-23,M,R,MN,2,,https://jasonlewis.house.gov,1211,33,2.73,0,97.01,2.99
L000287,N00002577,John,Lewis,1940-02-21,M,D,GA,32,,https://johnlewis.house.gov,1211,74,6.11,2,97.11,2.89
L000582,N00035825,Ted,Lieu,1969-03-29,M,D,CA,4,,https://lieu.house.gov,1211,107,8.84,4,96.65,3.35
L000563,N00027239,Daniel,Lipinski,1966-07-15,M,D,IL,14,,https://lipinski.house.gov,1211,55,4.54,2,91.66,8.34
L000554,N00000851,Frank,LoBiondo,1946-05-12,M,R,NJ,24,,https://lobiondo.house.gov,1211,10,0.83,0,84.69,15.31
L000565,N00027741,Dave,Loebsack,1952-12-23,M,D,IA,12,,https://loebsack.house.gov,1211,25,2.06,2,94.12,5.88
L000397,N00007479,Zoe,Lofgren,1947-12-21,F,D,CA,24,,https://lofgren.house.gov,1211,37,3.06,6,96.15,3.85
L000576,N00030676,Billy,Long,1955-08-11,M,R,MO,8,,https://long.house.gov,1211,114,9.41,0,98.08,1.92
L000583,N00035347,Barry,Loudermilk,1963-12-22,M,R,GA,4,,https://loudermilk.house.gov,1211,83,6.85,0,97.24,2.76
L000584,N00033842,Mia,Love,1975-12-06,F,R,UT,4,,https://love.house.gov,1211,78,6.44,0,96.18,3.82
L000579,N00033274,Alan,Lowenthal,1941-03-08,M,D,CA,6,,https://lowenthal.house.gov,1211,95,7.84,2,97.05,2.95
L000480,N00001024,Nita,Lowey,1937-07-05,F,D,NY,30,,https://lowey.house.gov,1211,14,1.16,2,98.2,1.8
L000491,N00005559,Frank,Lucas,1960-01-06,M,R,OK,26,,https://lucas.house.gov,1211,8,0.66,0,97.66,2.34
L000569,N00030026,Blaine,Luetkemeyer,1952-05-07,M,R,MO,10,,https://luetkemeyer.house.gov,1211,15,1.24,0,98.15,1.85
L000570,N00029562,Ben,Luján,1972-06-07,M,D,NM,10,,https://lujan.house.gov,1211,3,0.25,2,97.37,2.63
L000580,N00029400,Michelle,Lujan Grisham,1959-10-24,F,D,NM,6,,https://lujangrisham.house.gov,1209,123,10.17,2,94.52,5.48
L000562,N00013855,Stephen,Lynch,1955-03-31,M,D,MA,18,,https://lynch.house.gov,1211,45,3.72,0,95.69,4.31
M001193,N00036155,Tom,MacArthur,1960-10-16,M,R,NJ,4,,https://macarthur.house.gov,1211,13,1.07,0,90.6,9.4
M000087,N00000078,Carolyn,Maloney,1946-02-19,F,D,NY,26,,https://maloney.house.gov,1211,52,4.29,2,97.43,2.57
M001185,N00034277,Sean,Maloney,1966-07-30,M,D,NY,6,,https://seanmaloney.house.gov,1211,45,3.72,1,94.27,5.73
M001158,N00026710,Kenny,Marchant,1951-02-23,M,R,TX,14,,https://marchant.house.gov,1211,78,6.44,0,96.81,3.19
M001179,N00031777,Tom,Marino,1952-08-15,M,R,PA,8,,https://marino.house.gov,1211,90,7.43,0,96.23,3.77
M001198,N00037034,Roger,Marshall,1960-08-09,M,R,KS,2,,https://marshall.house.gov,1211,4,0.33,0,96.92,3.08
M001184,N00034041,Thomas,Massie,1971-01-13,M,R,KY,8,,https://massie.house.gov,1211,12,0.99,0,76.13,23.87
M001199,N00037269,Brian,Mast,1980-07-10,M,R,FL,2,,https://mast.house.gov,1211,11,0.91,0,90.79,9.21
M001163,N00027459,Doris,Matsui,1944-09-25,F,D,CA,14,,http://matsui.house.gov,1211,16,1.32,2,97.68,2.32
M001165,N00028152,Kevin,McCarthy,1965-01-26,M,R,CA,12,Majority Leader,https://kevinmccarthy.house.gov,1211,19,1.57,0,98.57,1.43
M001157,N00026460,Michael,McCaul,1962-01-14,M,R,TX,14,,https://mccaul.house.gov,1211,25,2.06,0,98.39,1.61
M001177,N00006863,Tom,McClintock,1956-07-10,M,R,CA,10,,https://mcclintock.house.gov,1211,10,0.83,0,93.89,6.11
M001143,N00012942,Betty,McCollum,1954-07-12,F,D,MN,18,,https://mccollum.house.gov,1211,16,1.32,1,96.56,3.44
M001200,N00039327,A.,McEachin,1961-10-10,M,D,VA,2,,https://mceachin.house.gov,1211,45,3.72,1,97.27,2.73
M000312,N00000179,Jim,McGovern,1959-11-20,M,D,MA,22,,https://mcgovern.house.gov,1211,17,1.4,2,96.47,3.53
M001156,N00026627,Patrick,McHenry,1975-10-22,M,R,NC,14,,https://mchenry.house.gov,1211,28,2.31,0,98.64,1.36
M001180,N00031681,David,McKinley,1947-03-28,M,R,WV,8,,https://mckinley.house.gov,1211,4,0.33,0,91.67,8.33
M001159,N00026314,Cathy,McMorris Rodgers,1969-05-22,F,R,WA,14,Conference Chair,https://mcmorris.house.gov,1211,3,0.25,0,98.25,1.75
M001166,N00026926,Jerry,McNerney,1951-06-18,M,D,CA,12,,https://mcnerney.house.gov,1211,49,4.05,1,96.3,3.7
M001197,N00033982,Martha,McSally,1966-03-22,F,R,AZ,4,,https://www.mcsally.senate.gov,1211,40,3.3,0,92.96,7.04
M001187,N00033631,Mark,Meadows,1959-07-28,M,R,NC,6,,https://meadows.house.gov,1211,33,2.73,0,96.5,3.5
M001181,N00031134,Pat,Meehan,1955-10-20,M,R,PA,8,,https://meehan.house.gov,877,18,2.05,0,89.82,10.18
M001137,N00001171,Gregory,Meeks,1953-09-25,M,D,NY,22,,https://meeks.house.gov,1211,70,5.78,0,96.05,3.95
M001188,N00034547,Grace,Meng,1975-10-01,F,D,NY,6,,https://meng.house.gov,1211,38,3.14,2,96.94,3.06
M001189,N00012546,Luke,Messer,1969-02-27,M,R,IN,6,Policy Committee Chair,https://messer.house.gov,1211,119,9.83,0,97.15,2.85
M001201,N00036274,Paul,Mitchell,1961-05-08,M,R,MI,2,,https://mitchell.house.gov,1211,9,0.74,0,97.07,2.93
M001194,N00036275,John,Moolenaar,1961-05-08,M,R,MI,4,,https://moolenaar.house.gov,1211,3,0.25,0,96.51,3.49
M001195,N00033814,Alex,Mooney,1971-06-05,M,R,WV,4,,https://mooney.house.gov,1211,17,1.4,0,94.19,5.81
M001160,N00026914,Gwen,Moore,1951-04-18,F,D,WI,14,,https://gwenmoore.house.gov,1211,81,6.69,1,95.72,4.28
M001206,N00043207,Joe,Morelle,1957-04-29,M,D,NY,2,,https://morelle.house.gov,84,1,1.19,0,100.0,0.0
M001196,N00035431,Seth,Moulton,1978-10-24,M,D,MA,4,,https://moulton.house.gov,1211,32,2.64,1,95.82,4.18
M001190,N00033410,Markwayne,Mullin,1977-07-26,M,R,OK,6,,https://mullin.house.gov,1211,14,1.16,0,97.9,2.1
M001182,N00031412,Mick,Mulvaney,1967-07-21,M,R,SC,8,,https://mulvaney.house.gov,97,91,93.81,0,100.0,0.0
M001202,N00040133,Stephanie,Murphy,1978-09-16,F,D,FL,2,,https://stephaniemurphy.house.gov,1211,30,2.48,0,88.1,11.9
M001151,N00024992,Tim,Murphy,1952-09-11,M,R,PA,16,,https://murphy.house.gov/,569,9,1.58,0,92.47,7.53
N000002,N00000939,Jerrold,Nadler,1947-06-13,M,D,NY,28,,https://nadler.house.gov,1211,26,2.15,1,96.01,3.99
N000179,N00006789,Grace,Napolitano,1936-12-04,F,D,CA,20,,https://napolitano.house.gov,1211,215,17.75,1,96.18,3.82
N000015,N00000153,Richard,Neal,1949-02-14,M,D,MA,30,,https://neal.house.gov,1211,40,3.3,2,98.43,1.57
N000189,N00036403,Dan,Newhouse,1955-07-10,M,R,WA,4,,https://newhouse.house.gov,1211,72,5.95,0,97.09,2.91
N000184,N00032022,Kristi,Noem,1971-11-30,F,R,SD,8,,https://noem.house.gov,1211,179,14.78,0,96.5,3.5
N000127,N00021207,Rick,Nolan,1943-12-17,M,D,MN,6,,https://nolan.house.gov,1211,113,9.33,1,95.34,4.66
N000188,N00036154,Donald,Norcross,1958-12-13,M,D,NJ,6,,https://norcross.house.gov,1211,17,1.4,2,96.39,3.61
N000190,N00027783,Ralph,Norman,1953-06-20,M,R,SC,2,,https://norman.house.gov,887,24,2.71,0,95.11,4.89
N000147,N00001692,Eleanor,Norton,1937-06-13,F,D,DC,28,,https://norton.house.gov,0,,,,,
N000181,N00007248,Devin,Nunes,1973-10-01,M,R,CA,16,,https://nunes.house.gov,1211,27,2.23,0,97.79,2.21
O000171,N00037515,Tom,O'Halleran,1946-01-24,M,D,AZ,2,,https://ohalleran.house.gov,1211,13,1.07,0,88.6,11.4
O000170,N00033540,Beto,O'Rourke,1972-09-26,M,D,TX,6,,https://orourke.house.gov,1211,50,4.13,0,94.52,5.48
O000168,N00029285,Pete,Olson,1962-12-09,M,R,TX,10,,https://olson.house.gov,1211,44,3.63,0,99.22,0.78
P000601,N00031958,Steven,Palazzo,1970-02-21,M,R,MS,8,,https://palazzo.house.gov,1211,70,5.78,0,96.48,3.52
